movieID,NumPositiveRatings,Title,Genres,PosterURL,PopularityScore
480,1730,Jurassic Park (1993),Multiple,https://liangfgithub.github.io/MovieImages/480.jpg,2672
1240,1683,"Terminator, The (1984)",Multiple,https://liangfgithub.github.io/MovieImages/1240.jpg,2098
356,1668,Forrest Gump (1994),Multiple,https://liangfgithub.github.io/MovieImages/356.jpg,2194
1265,1661,Groundhog Day (1993),Multiple,https://liangfgithub.github.io/MovieImages/1265.jpg,2278
1,1655,Toy Story (1995),Multiple,https://liangfgithub.github.io/MovieImages/1.jpg,2077
1580,1644,Men in Black (1997),Multiple,https://liangfgithub.github.io/MovieImages/1580.jpg,2538
1097,1643,E.T. the Extra-Terrestrial (1982),Multiple,https://liangfgithub.github.io/MovieImages/1097.jpg,2269
1214,1623,Alien (1979),Multiple,https://liangfgithub.github.io/MovieImages/1214.jpg,2024
457,1615,"Fugitive, The (1993)",Multiple,https://liangfgithub.github.io/MovieImages/457.jpg,1995
50,1608,"Usual Suspects, The (1995)",Multiple,https://liangfgithub.github.io/MovieImages/50.jpg,1783
2716,1548,Ghostbusters (1984),Multiple,https://liangfgithub.github.io/MovieImages/2716.jpg,2181
1193,1519,One Flew Over the Cuckoo's Nest (1975),Drama,https://liangfgithub.github.io/MovieImages/1193.jpg,1725
3578,1508,Gladiator (2000),Multiple,https://liangfgithub.github.io/MovieImages/3578.jpg,1924
541,1485,Blade Runner (1982),Multiple,https://liangfgithub.github.io/MovieImages/541.jpg,1800
1221,1444,"Godfather: Part II, The (1974)",Multiple,https://liangfgithub.github.io/MovieImages/1221.jpg,1692
912,1434,Casablanca (1942),Multiple,https://liangfgithub.github.io/MovieImages/912.jpg,1669
1200,1421,Aliens (1986),Multiple,https://liangfgithub.github.io/MovieImages/1200.jpg,1820
1259,1420,Stand by Me (1986),Multiple,https://liangfgithub.github.io/MovieImages/1259.jpg,1785
919,1385,"Wizard of Oz, The (1939)",Multiple,https://liangfgithub.github.io/MovieImages/919.jpg,1718
1213,1370,GoodFellas (1990),Multiple,https://liangfgithub.github.io/MovieImages/1213.jpg,1657
1136,1364,Monty Python and the Holy Grail (1974),Comedy,https://liangfgithub.github.io/MovieImages/1136.jpg,1599
1036,1332,Die Hard (1988),Multiple,https://liangfgithub.github.io/MovieImages/1036.jpg,1666
3114,1302,Toy Story 2 (1999),Multiple,https://liangfgithub.github.io/MovieImages/3114.jpg,1585
1610,1297,"Hunt for Red October, The (1990)",Multiple,https://liangfgithub.github.io/MovieImages/1610.jpg,1652
1291,1297,Indiana Jones and the Last Crusade (1989),Multiple,https://liangfgithub.github.io/MovieImages/1291.jpg,1628
2791,1284,Airplane! (1980),Comedy,https://liangfgithub.github.io/MovieImages/2791.jpg,1731
924,1270,2001: A Space Odyssey (1968),Multiple,https://liangfgithub.github.io/MovieImages/924.jpg,1716
1387,1266,Jaws (1975),Multiple,https://liangfgithub.github.io/MovieImages/1387.jpg,1697
1704,1256,Good Will Hunting (1997),Drama,https://liangfgithub.github.io/MovieImages/1704.jpg,1548
2916,1248,Total Recall (1990),Multiple,https://liangfgithub.github.io/MovieImages/2916.jpg,1996
34,1234,Babe (1995),Multiple,https://liangfgithub.github.io/MovieImages/34.jpg,1751
1307,1211,When Harry Met Sally... (1989),Multiple,https://liangfgithub.github.io/MovieImages/1307.jpg,1568
750,1207,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Multiple,https://liangfgithub.github.io/MovieImages/750.jpg,1367
2355,1192,"Bug's Life, A (1998)",Multiple,https://liangfgithub.github.io/MovieImages/2355.jpg,1703
1304,1170,Butch Cassidy and the Sundance Kid (1969),Multiple,https://liangfgithub.github.io/MovieImages/1304.jpg,1419
908,1170,North by Northwest (1959),Multiple,https://liangfgithub.github.io/MovieImages/908.jpg,1315
2000,1168,Lethal Weapon (1987),Multiple,https://liangfgithub.github.io/MovieImages/2000.jpg,1627
2918,1168,Ferris Bueller's Day Off (1986),Comedy,https://liangfgithub.github.io/MovieImages/2918.jpg,1473
1225,1155,Amadeus (1984),Drama,https://liangfgithub.github.io/MovieImages/1225.jpg,1382
3175,1145,Galaxy Quest (1999),Multiple,https://liangfgithub.github.io/MovieImages/3175.jpg,1728
2628,1132,Star Wars: Episode I - The Phantom Menace (1999),Multiple,https://liangfgithub.github.io/MovieImages/2628.jpg,2250
2599,1130,Election (1999),Comedy,https://liangfgithub.github.io/MovieImages/2599.jpg,1522
2987,1111,Who Framed Roger Rabbit? (1988),Multiple,https://liangfgithub.github.io/MovieImages/2987.jpg,1799
2804,1105,"Christmas Story, A (1983)",Multiple,https://liangfgithub.github.io/MovieImages/2804.jpg,1352
2959,1096,Fight Club (1999),Drama,https://liangfgithub.github.io/MovieImages/2959.jpg,1451
32,1083,Twelve Monkeys (1995),Multiple,https://liangfgithub.github.io/MovieImages/32.jpg,1511
1968,1067,"Breakfast Club, The (1985)",Multiple,https://liangfgithub.github.io/MovieImages/1968.jpg,1539
1394,1066,Raising Arizona (1987),Comedy,https://liangfgithub.github.io/MovieImages/1394.jpg,1434
3471,1064,Close Encounters of the Third Kind (1977),Multiple,https://liangfgithub.github.io/MovieImages/3471.jpg,1451
1230,1061,Annie Hall (1977),Multiple,https://liangfgithub.github.io/MovieImages/1230.jpg,1334
2797,1051,Big (1988),Multiple,https://liangfgithub.github.io/MovieImages/2797.jpg,1491
1784,1047,As Good As It Gets (1997),Multiple,https://liangfgithub.github.io/MovieImages/1784.jpg,1424
1247,1043,"Graduate, The (1967)",Multiple,https://liangfgithub.github.io/MovieImages/1247.jpg,1261
3793,1042,X-Men (2000),Multiple,https://liangfgithub.github.io/MovieImages/3793.jpg,1511
1961,1028,Rain Man (1988),Drama,https://liangfgithub.github.io/MovieImages/1961.jpg,1330
1127,1028,"Abyss, The (1989)",Multiple,https://liangfgithub.github.io/MovieImages/1127.jpg,1715
1219,1028,Psycho (1960),Multiple,https://liangfgithub.github.io/MovieImages/1219.jpg,1263
223,1013,Clerks (1994),Comedy,https://liangfgithub.github.io/MovieImages/223.jpg,1412
590,1010,Dances with Wolves (1990),Multiple,https://liangfgithub.github.io/MovieImages/590.jpg,1451
1252,1010,Chinatown (1974),Multiple,https://liangfgithub.github.io/MovieImages/1252.jpg,1185
1374,1008,Star Trek: The Wrath of Khan (1982),Multiple,https://liangfgithub.github.io/MovieImages/1374.jpg,1448
3481,1007,High Fidelity (2000),Comedy,https://liangfgithub.github.io/MovieImages/3481.jpg,1373
111,999,Taxi Driver (1976),Multiple,https://liangfgithub.github.io/MovieImages/111.jpg,1240
1089,995,Reservoir Dogs (1992),Multiple,https://liangfgithub.github.io/MovieImages/1089.jpg,1259
150,989,Apollo 13 (1995),Drama,https://liangfgithub.github.io/MovieImages/150.jpg,1251
1278,988,Young Frankenstein (1974),Multiple,https://liangfgithub.github.io/MovieImages/1278.jpg,1193
1079,987,"Fish Called Wanda, A (1988)",Comedy,https://liangfgithub.github.io/MovieImages/1079.jpg,1326
1222,986,Full Metal Jacket (1987),Multiple,https://liangfgithub.github.io/MovieImages/1222.jpg,1254
2324,982,Life Is Beautiful (La Vita è bella) (1997),Multiple,https://liangfgithub.github.io/MovieImages/2324.jpg,1152
3147,981,"Green Mile, The (1999)",Multiple,https://liangfgithub.github.io/MovieImages/3147.jpg,1222
1358,981,Sling Blade (1996),Multiple,https://liangfgithub.github.io/MovieImages/1358.jpg,1177
1923,978,There's Something About Mary (1998),Comedy,https://liangfgithub.github.io/MovieImages/1923.jpg,1371
780,962,Independence Day (ID4) (1996),Multiple,https://liangfgithub.github.io/MovieImages/780.jpg,1730
904,959,Rear Window (1954),Multiple,https://liangfgithub.github.io/MovieImages/904.jpg,1050
1208,954,Apocalypse Now (1979),Multiple,https://liangfgithub.github.io/MovieImages/1208.jpg,1176
3751,944,Chicken Run (2000),Multiple,https://liangfgithub.github.io/MovieImages/3751.jpg,1329
923,944,Citizen Kane (1941),Drama,https://liangfgithub.github.io/MovieImages/923.jpg,1116
377,943,Speed (1994),Multiple,https://liangfgithub.github.io/MovieImages/377.jpg,1650
3408,942,Erin Brockovich (2000),Drama,https://liangfgithub.github.io/MovieImages/3408.jpg,1315
1220,942,"Blues Brothers, The (1980)",Multiple,https://liangfgithub.github.io/MovieImages/1220.jpg,1341
1206,928,"Clockwork Orange, A (1971)",Sci-Fi,https://liangfgithub.github.io/MovieImages/1206.jpg,1229
913,919,"Maltese Falcon, The (1941)",Multiple,https://liangfgithub.github.io/MovieImages/913.jpg,1043
3421,913,Animal House (1978),Comedy,https://liangfgithub.github.io/MovieImages/3421.jpg,1207
1234,912,"Sting, The (1973)",Multiple,https://liangfgithub.github.io/MovieImages/1234.jpg,1049
1242,912,Glory (1989),Multiple,https://liangfgithub.github.io/MovieImages/1242.jpg,1112
1090,905,Platoon (1986),Multiple,https://liangfgithub.github.io/MovieImages/1090.jpg,1143
1288,903,This Is Spinal Tap (1984),Multiple,https://liangfgithub.github.io/MovieImages/1288.jpg,1118
588,900,Aladdin (1992),Multiple,https://liangfgithub.github.io/MovieImages/588.jpg,1351
2706,898,American Pie (1999),Comedy,https://liangfgithub.github.io/MovieImages/2706.jpg,1389
2692,897,Run Lola Run (Lola rennt) (1998),Multiple,https://liangfgithub.github.io/MovieImages/2692.jpg,1072
47,895,Seven (Se7en) (1995),Multiple,https://liangfgithub.github.io/MovieImages/47.jpg,1137
969,894,"African Queen, The (1951)",Multiple,https://liangfgithub.github.io/MovieImages/969.jpg,1057
1393,890,Jerry Maguire (1996),Multiple,https://liangfgithub.github.io/MovieImages/1393.jpg,1353
1073,889,Willy Wonka and the Chocolate Factory (1971),Multiple,https://liangfgithub.github.io/MovieImages/1073.jpg,1313
1721,889,Titanic (1997),Multiple,https://liangfgithub.github.io/MovieImages/1721.jpg,1546
1584,882,Contact (1997),Multiple,https://liangfgithub.github.io/MovieImages/1584.jpg,1382
1294,867,M*A*S*H (1970),Multiple,https://liangfgithub.github.io/MovieImages/1294.jpg,1099
3418,866,Thelma & Louise (1991),Multiple,https://liangfgithub.github.io/MovieImages/3418.jpg,1417
2194,858,"Untouchables, The (1987)",Multiple,https://liangfgithub.github.io/MovieImages/2194.jpg,1127
2700,853,"South Park: Bigger, Longer and Uncut (1999)",Multiple,https://liangfgithub.github.io/MovieImages/2700.jpg,1269
1233,853,"Boat, The (Das Boot) (1981)",Multiple,https://liangfgithub.github.io/MovieImages/1233.jpg,1001
2174,853,Beetlejuice (1988),Multiple,https://liangfgithub.github.io/MovieImages/2174.jpg,1495
2291,850,Edward Scissorhands (1990),Multiple,https://liangfgithub.github.io/MovieImages/2291.jpg,1473
3671,842,Blazing Saddles (1974),Multiple,https://liangfgithub.github.io/MovieImages/3671.jpg,1119
1527,840,"Fifth Element, The (1997)",Multiple,https://liangfgithub.github.io/MovieImages/1527.jpg,1377
1641,839,"Full Monty, The (1997)",Comedy,https://liangfgithub.github.io/MovieImages/1641.jpg,1199
1258,837,"Shining, The (1980)",Horror,https://liangfgithub.github.io/MovieImages/1258.jpg,1087
3897,833,Almost Famous (2000),Multiple,https://liangfgithub.github.io/MovieImages/3897.jpg,994
1250,832,"Bridge on the River Kwai, The (1957)",Multiple,https://liangfgithub.github.io/MovieImages/1250.jpg,938
1356,828,Star Trek: First Contact (1996),Multiple,https://liangfgithub.github.io/MovieImages/1356.jpg,1310
733,827,"Rock, The (1996)",Multiple,https://liangfgithub.github.io/MovieImages/733.jpg,1340
592,822,Batman (1989),Multiple,https://liangfgithub.github.io/MovieImages/592.jpg,1431
1207,822,To Kill a Mockingbird (1962),Drama,https://liangfgithub.github.io/MovieImages/1207.jpg,928
39,822,Clueless (1995),Multiple,https://liangfgithub.github.io/MovieImages/39.jpg,1362
2406,819,Romancing the Stone (1984),Multiple,https://liangfgithub.github.io/MovieImages/2406.jpg,1345
1148,819,"Wrong Trousers, The (1993)",Multiple,https://liangfgithub.github.io/MovieImages/1148.jpg,882
2395,819,Rushmore (1998),Comedy,https://liangfgithub.github.io/MovieImages/2395.jpg,1220
380,816,True Lies (1994),Multiple,https://liangfgithub.github.io/MovieImages/380.jpg,1400
920,814,Gone with the Wind (1939),Multiple,https://liangfgithub.github.io/MovieImages/920.jpg,1156
3753,806,"Patriot, The (2000)",Multiple,https://liangfgithub.github.io/MovieImages/3753.jpg,1240
1954,804,Rocky (1976),Multiple,https://liangfgithub.github.io/MovieImages/1954.jpg,1129
1674,802,Witness (1985),Multiple,https://liangfgithub.github.io/MovieImages/1674.jpg,1046
357,792,Four Weddings and a Funeral (1994),Multiple,https://liangfgithub.github.io/MovieImages/357.jpg,1233
21,787,Get Shorty (1995),Multiple,https://liangfgithub.github.io/MovieImages/21.jpg,1356
1094,783,"Crying Game, The (1992)",Multiple,https://liangfgithub.github.io/MovieImages/1094.jpg,1229
3160,783,Magnolia (1999),Drama,https://liangfgithub.github.io/MovieImages/3160.jpg,1113
1276,780,Cool Hand Luke (1967),Multiple,https://liangfgithub.github.io/MovieImages/1276.jpg,930
1266,776,Unforgiven (1992),Western,https://liangfgithub.github.io/MovieImages/1266.jpg,997
648,771,Mission: Impossible (1996),Multiple,https://liangfgithub.github.io/MovieImages/648.jpg,1527
364,770,"Lion King, The (1994)",Multiple,https://liangfgithub.github.io/MovieImages/364.jpg,1121
1500,770,Grosse Pointe Blank (1997),Multiple,https://liangfgithub.github.io/MovieImages/1500.jpg,1136
1517,770,Austin Powers: International Man of Mystery (1997),Comedy,https://liangfgithub.github.io/MovieImages/1517.jpg,1205
3527,768,Predator (1987),Multiple,https://liangfgithub.github.io/MovieImages/3527.jpg,1297
903,767,Vertigo (1958),Multiple,https://liangfgithub.github.io/MovieImages/903.jpg,905
2268,765,"Few Good Men, A (1992)",Multiple,https://liangfgithub.github.io/MovieImages/2268.jpg,1061
3176,754,"Talented Mr. Ripley, The (1999)",Multiple,https://liangfgithub.github.io/MovieImages/3176.jpg,1331
3363,746,American Graffiti (1973),Multiple,https://liangfgithub.github.io/MovieImages/3363.jpg,990
1573,740,Face/Off (1997),Multiple,https://liangfgithub.github.io/MovieImages/1573.jpg,1421
3361,736,Bull Durham (1988),Comedy,https://liangfgithub.github.io/MovieImages/3361.jpg,1095
293,732,"Professional, The (a.k.a. Leon: The Professional) (1994)",Multiple,https://liangfgithub.github.io/MovieImages/293.jpg,923
1673,730,Boogie Nights (1997),Drama,https://liangfgithub.github.io/MovieImages/1673.jpg,1128
2302,726,My Cousin Vinny (1992),Comedy,https://liangfgithub.github.io/MovieImages/2302.jpg,1086
595,725,Beauty and the Beast (1991),Multiple,https://liangfgithub.github.io/MovieImages/595.jpg,1060
2321,723,Pleasantville (1998),Comedy,https://liangfgithub.github.io/MovieImages/2321.jpg,1158
1204,721,Lawrence of Arabia (1962),Multiple,https://liangfgithub.github.io/MovieImages/1204.jpg,831
2336,719,Elizabeth (1998),Drama,https://liangfgithub.github.io/MovieImages/2336.jpg,938
2289,718,"Player, The (1992)",Multiple,https://liangfgithub.github.io/MovieImages/2289.jpg,978
2683,716,Austin Powers: The Spy Who Shagged Me (1999),Comedy,https://liangfgithub.github.io/MovieImages/2683.jpg,1434
2529,714,Planet of the Apes (1968),Multiple,https://liangfgithub.github.io/MovieImages/2529.jpg,1162
910,702,Some Like It Hot (1959),Multiple,https://liangfgithub.github.io/MovieImages/910.jpg,832
3256,702,Patriot Games (1992),Multiple,https://liangfgithub.github.io/MovieImages/3256.jpg,1052
2890,701,Three Kings (1999),Multiple,https://liangfgithub.github.io/MovieImages/2890.jpg,1021
11,698,"American President, The (1995)",Multiple,https://liangfgithub.github.io/MovieImages/11.jpg,1033
1199,694,Brazil (1985),Sci-Fi,https://liangfgithub.github.io/MovieImages/1199.jpg,913
1732,692,"Big Lebowski, The (1998)",Multiple,https://liangfgithub.github.io/MovieImages/1732.jpg,1097
3448,692,"Good Morning, Vietnam (1987)",Multiple,https://liangfgithub.github.io/MovieImages/3448.jpg,1082
1080,691,Monty Python's Life of Brian (1979),Comedy,https://liangfgithub.github.io/MovieImages/1080.jpg,926
1028,691,Mary Poppins (1964),Multiple,https://liangfgithub.github.io/MovieImages/1028.jpg,1011
349,691,Clear and Present Danger (1994),Multiple,https://liangfgithub.github.io/MovieImages/349.jpg,1059
1396,690,Sneakers (1992),Multiple,https://liangfgithub.github.io/MovieImages/1396.jpg,1091
3006,689,"Insider, The (1999)",Drama,https://liangfgithub.github.io/MovieImages/3006.jpg,884
1376,689,Star Trek IV: The Voyage Home (1986),Multiple,https://liangfgithub.github.io/MovieImages/1376.jpg,1126
1682,685,"Truman Show, The (1998)",Drama,https://liangfgithub.github.io/MovieImages/1682.jpg,1005
2248,682,Say Anything... (1989),Multiple,https://liangfgithub.github.io/MovieImages/2248.jpg,914
1953,680,"French Connection, The (1971)",Multiple,https://liangfgithub.github.io/MovieImages/1953.jpg,861
474,680,In the Line of Fire (1993),Multiple,https://liangfgithub.github.io/MovieImages/474.jpg,972
2947,679,Goldfinger (1964),Action,https://liangfgithub.github.io/MovieImages/2947.jpg,897
2763,674,"Thomas Crown Affair, The (1999)",Multiple,https://liangfgithub.github.io/MovieImages/2763.jpg,1089
3255,674,"League of Their Own, A (1992)",Multiple,https://liangfgithub.github.io/MovieImages/3255.jpg,1099
2115,670,Indiana Jones and the Temple of Doom (1984),Multiple,https://liangfgithub.github.io/MovieImages/2115.jpg,1127
36,669,Dead Man Walking (1995),Drama,https://liangfgithub.github.io/MovieImages/36.jpg,928
2081,665,"Little Mermaid, The (1989)",Multiple,https://liangfgithub.github.io/MovieImages/2081.jpg,1035
3552,663,Caddyshack (1980),Comedy,https://liangfgithub.github.io/MovieImages/3552.jpg,967
1653,663,Gattaca (1997),Multiple,https://liangfgithub.github.io/MovieImages/1653.jpg,1077
2640,658,Superman (1978),Multiple,https://liangfgithub.github.io/MovieImages/2640.jpg,1222
1267,656,"Manchurian Candidate, The (1962)",Multiple,https://liangfgithub.github.io/MovieImages/1267.jpg,765
1201,655,"Good, The Bad and The Ugly, The (1966)",Multiple,https://liangfgithub.github.io/MovieImages/1201.jpg,822
3253,655,Wayne's World (1992),Comedy,https://liangfgithub.github.io/MovieImages/3253.jpg,1120
1639,653,Chasing Amy (1997),Multiple,https://liangfgithub.github.io/MovieImages/1639.jpg,966
6,652,Heat (1995),Multiple,https://liangfgithub.github.io/MovieImages/6.jpg,940
3702,647,Mad Max (1979),Multiple,https://liangfgithub.github.io/MovieImages/3702.jpg,1066
1282,645,Fantasia (1940),Multiple,https://liangfgithub.github.io/MovieImages/1282.jpg,943
1408,645,"Last of the Mohicans, The (1992)",Multiple,https://liangfgithub.github.io/MovieImages/1408.jpg,975
440,643,Dave (1993),Multiple,https://liangfgithub.github.io/MovieImages/440.jpg,948
3072,643,Moonstruck (1987),Comedy,https://liangfgithub.github.io/MovieImages/3072.jpg,982
1997,640,"Exorcist, The (1973)",Horror,https://liangfgithub.github.io/MovieImages/1997.jpg,885
2985,637,Robocop (1987),Multiple,https://liangfgithub.github.io/MovieImages/2985.jpg,1229
1246,635,Dead Poets Society (1989),Drama,https://liangfgithub.github.io/MovieImages/1246.jpg,855
1625,635,"Game, The (1997)",Multiple,https://liangfgithub.github.io/MovieImages/1625.jpg,882
3703,633,Mad Max 2 (a.k.a. The Road Warrior) (1981),Multiple,https://liangfgithub.github.io/MovieImages/3703.jpg,1034
539,633,Sleepless in Seattle (1993),Multiple,https://liangfgithub.github.io/MovieImages/539.jpg,986
17,632,Sense and Sensibility (1995),Multiple,https://liangfgithub.github.io/MovieImages/17.jpg,835
597,630,Pretty Woman (1990),Multiple,https://liangfgithub.github.io/MovieImages/597.jpg,1046
551,629,"Nightmare Before Christmas, The (1993)",Multiple,https://liangfgithub.github.io/MovieImages/551.jpg,996
1608,629,Air Force One (1997),Multiple,https://liangfgithub.github.io/MovieImages/1608.jpg,1076
2908,628,Boys Don't Cry (1999),Drama,https://liangfgithub.github.io/MovieImages/2908.jpg,850
3052,627,Dogma (1999),Comedy,https://liangfgithub.github.io/MovieImages/3052.jpg,989
2064,625,Roger & Me (1989),Multiple,https://liangfgithub.github.io/MovieImages/2064.jpg,798
1215,624,Army of Darkness (1993),Multiple,https://liangfgithub.github.io/MovieImages/1215.jpg,945
1101,622,Top Gun (1986),Multiple,https://liangfgithub.github.io/MovieImages/1101.jpg,1010
2353,619,Enemy of the State (1998),Multiple,https://liangfgithub.github.io/MovieImages/2353.jpg,988
1370,618,Die Hard 2 (1990),Multiple,https://liangfgithub.github.io/MovieImages/1370.jpg,1135
2968,617,Time Bandits (1981),Multiple,https://liangfgithub.github.io/MovieImages/2968.jpg,1010
1262,617,"Great Escape, The (1963)",Multiple,https://liangfgithub.github.io/MovieImages/1262.jpg,696
1299,616,"Killing Fields, The (1984)",Multiple,https://liangfgithub.github.io/MovieImages/1299.jpg,732
899,615,Singin' in the Rain (1952),Multiple,https://liangfgithub.github.io/MovieImages/899.jpg,751
745,612,"Close Shave, A (1995)",Multiple,https://liangfgithub.github.io/MovieImages/745.jpg,657
1035,608,"Sound of Music, The (1965)",Musical,https://liangfgithub.github.io/MovieImages/1035.jpg,882
587,606,Ghost (1990),Multiple,https://liangfgithub.github.io/MovieImages/587.jpg,1124
3499,604,Misery (1990),Horror,https://liangfgithub.github.io/MovieImages/3499.jpg,884
25,603,Leaving Las Vegas (1995),Multiple,https://liangfgithub.github.io/MovieImages/25.jpg,980
3543,602,Diner (1982),Multiple,https://liangfgithub.github.io/MovieImages/3543.jpg,839
953,602,It's a Wonderful Life (1946),Drama,https://liangfgithub.github.io/MovieImages/953.jpg,729
3081,601,Sleepy Hollow (1999),Multiple,https://liangfgithub.github.io/MovieImages/3081.jpg,1066
1179,593,"Grifters, The (1990)",Multiple,https://liangfgithub.github.io/MovieImages/1179.jpg,885
316,591,Stargate (1994),Multiple,https://liangfgithub.github.io/MovieImages/316.jpg,1116
2502,591,Office Space (1999),Multiple,https://liangfgithub.github.io/MovieImages/2502.jpg,872
3210,590,Fast Times at Ridgemont High (1982),Comedy,https://liangfgithub.github.io/MovieImages/3210.jpg,886
1231,590,"Right Stuff, The (1983)",Drama,https://liangfgithub.github.io/MovieImages/1231.jpg,750
1912,589,Out of Sight (1998),Multiple,https://liangfgithub.github.io/MovieImages/1912.jpg,908
2657,587,"Rocky Horror Picture Show, The (1975)",Multiple,https://liangfgithub.github.io/MovieImages/2657.jpg,1233
235,584,Ed Wood (1994),Multiple,https://liangfgithub.github.io/MovieImages/235.jpg,927
246,583,Hoop Dreams (1994),Documentary,https://liangfgithub.github.io/MovieImages/246.jpg,716
2080,583,Lady and the Tramp (1955),Multiple,https://liangfgithub.github.io/MovieImages/2080.jpg,864
1183,580,"English Patient, The (1996)",Multiple,https://liangfgithub.github.io/MovieImages/1183.jpg,989
3039,574,Trading Places (1983),Comedy,https://liangfgithub.github.io/MovieImages/3039.jpg,839
2019,574,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Multiple,https://liangfgithub.github.io/MovieImages/2019.jpg,628
2020,571,Dangerous Liaisons (1988),Multiple,https://liangfgithub.github.io/MovieImages/2020.jpg,773
3362,571,Dog Day Afternoon (1975),Multiple,https://liangfgithub.github.io/MovieImages/3362.jpg,765
1947,571,West Side Story (1961),Multiple,https://liangfgithub.github.io/MovieImages/1947.jpg,761
2001,570,Lethal Weapon 2 (1989),Multiple,https://liangfgithub.github.io/MovieImages/2001.jpg,1011
1748,570,Dark City (1998),Multiple,https://liangfgithub.github.io/MovieImages/1748.jpg,874
2352,569,"Big Chill, The (1983)",Multiple,https://liangfgithub.github.io/MovieImages/2352.jpg,838
3623,568,Mission: Impossible 2 (2000),Multiple,https://liangfgithub.github.io/MovieImages/3623.jpg,1313
1077,566,Sleeper (1973),Multiple,https://liangfgithub.github.io/MovieImages/1077.jpg,744
1060,566,Swingers (1996),Multiple,https://liangfgithub.github.io/MovieImages/1060.jpg,786
778,566,Trainspotting (1996),Drama,https://liangfgithub.github.io/MovieImages/778.jpg,751
1249,555,Nikita (La Femme Nikita) (1990),Thriller,https://liangfgithub.github.io/MovieImages/1249.jpg,733
1235,553,Harold and Maude (1971),Comedy,https://liangfgithub.github.io/MovieImages/1235.jpg,697
2006,552,"Mask of Zorro, The (1998)",Multiple,https://liangfgithub.github.io/MovieImages/2006.jpg,983
265,552,Like Water for Chocolate (Como agua para chocolate) (1992),Multiple,https://liangfgithub.github.io/MovieImages/265.jpg,772
1302,551,Field of Dreams (1989),Drama,https://liangfgithub.github.io/MovieImages/1302.jpg,768
1244,551,Manhattan (1979),Multiple,https://liangfgithub.github.io/MovieImages/1244.jpg,718
3108,551,"Fisher King, The (1991)",Multiple,https://liangfgithub.github.io/MovieImages/3108.jpg,945
1287,549,Ben-Hur (1959),Multiple,https://liangfgithub.github.io/MovieImages/1287.jpg,704
3510,549,Frequency (2000),Multiple,https://liangfgithub.github.io/MovieImages/3510.jpg,821
1263,549,"Deer Hunter, The (1978)",Multiple,https://liangfgithub.github.io/MovieImages/1263.jpg,700
2455,547,"Fly, The (1986)",Multiple,https://liangfgithub.github.io/MovieImages/2455.jpg,1071
2100,547,Splash (1984),Multiple,https://liangfgithub.github.io/MovieImages/2100.jpg,1163
2948,547,From Russia with Love (1963),Action,https://liangfgithub.github.io/MovieImages/2948.jpg,771
2407,545,Cocoon (1985),Multiple,https://liangfgithub.github.io/MovieImages/2407.jpg,1006
1269,544,Arsenic and Old Lace (1944),Multiple,https://liangfgithub.github.io/MovieImages/1269.jpg,672
